Артикул;Ozon Product ID;SKU;Barcode;Название товара;Контент-рейтинг;Бренд;Статус товара;Метки;Отзывы;Рейтинг;Видимость на Ozon;Причины скрытия;Дата создания;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
Battery_Red_2348;46580652;665782992;RND165253048;Кожаный чехол для iPhone 14 Pro Max KZDOO Noble Collection, белый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;40;'4.80;Показывается;;18.02.2023 11:56;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;9;0;0;5580.0;11990.0;;0%
Cable_White_4722;33602533;892595586;RND622027265;Кожаный чехол для iPhone 14 Pro Max KZDOO Noble Collection, красный чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;8;'4.80;Показывается;;18.02.2023 11:59;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;5580.0;11990.0;;0%
Adapter_Black_6193;64248191;579752862;RND384305123;Кожаный чехол для iPhone 14 Pro Max KZDOO Noble Collection, темно-синий чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;16;'4.80;Показывается;;18.02.2023 12:06;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;5580.0;11990.0;;0%
Accessory_White_8486;49452187;773429348;RND349855605;Кожаный чехол для iPhone 14 Pro Max KZDOO Noble Collection, фиотлетовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;66;'4.80;Показывается;;18.02.2023 12:10;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;10;0;0;5380.0;11990.0;;0%
Adapter_Black_6437;89525637;777070561;1093128299524;Кожаный чехол для iPhone 14 Pro Max KZDOO Noble Collection, оранжевый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;22;'4.80;Показывается;;18.02.2023 12:15;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;10;0;0;5580.0;11990.0;;0%
Glass_White_7936;34622304;861201281;2327152456661;Кожаный чехол для iPhone 14 Pro Max KZDOO Noble Collection, розовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;10;'4.80;Показывается;;18.02.2023 12:23;Чехлы;Чехол для смартфона;'0.36;'0.1;5;1;0;0;0;5580.0;11990.0;;0%
Battery_Clear_5097;18331388;703207334;8568159099725;Кожаный чехол для iPhone 14 Pro Max KZDOO Noble Collection, желтый чехол для Айфон 14 Про Макс;'52.5;KZDOO;Продается;;17;'4.80;Показывается;;18.02.2023 12:32;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;5580.0;11990.0;;0%
Battery_Pink_4453;15106674;798699531;5894308380716;Ультратонкий чехол для iPhone 14 Pro KZDOO Air Carbon с защитой камер, зеленый супертонкий чехол для Айфон 14 Про;'70;KZDOO;Продается;;9;'4.90;Показывается;;18.02.2023 14:13;Чехлы;Чехол для смартфона;'0.41;'0.1;1;0;0;0;0;2780.0;11990.0;;0%
Accessory_Clear_1859;77333596;562684749;RND302549089;Ультратонкий чехол для iPhone 14 Pro KZDOO Air Carbon с защитой камер, фиолетовый супертонкий чехол для Айфон 14 Про;'52.5;KZDOO;Продается;;39;'4.90;Показывается;;18.02.2023 14:36;Чехлы;Чехол для смартфона;'0.41;'0.1;18;0;7;0;0;2580.0;11990.0;;0%
Glass_Blue_4517;60000139;374674566;4342402522138;Ультратонкий чехол для iPhone 14 Pro Max KZDOO Air Carbon с защитой камер, зеленый супертонкий чехол для Айфон 14 Про Макс;'70;KZDOO;Продается;;10;'4.60;Показывается;;18.02.2023 15:28;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;0;0;0;3300.0;11990.0;;0%
Cable_Titanium_7485;18778604;651404910;RND321651337;Ультратонкий чехол для iPhone 14 Pro Max KZDOO Air Carbon с защитой камер, фиолетовый супертонкий чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;71;'4.60;Показывается;;18.02.2023 15:39;Чехлы;Чехол для смартфона;'0.36;'0.1;12;1;0;0;0;2580.0;11990.0;;0%
Cover_Red_2462;49248792;513402028;9903068688074;Чехол для iPhone 14 Pro KZDOO Seashell, розовый чехол Айфон 14 Про;'77.5;KZDOO;Продается;;2;'5.00;Показывается;;19.02.2023 12:12;Чехлы;Чехол для смартфона;'0.36;'0.1;24;0;0;0;0;5380.0;11990.0;;0%
Battery_Black_8615;84709378;817958670;RND361096773;Чехол для iPhone 14 Pro KZDOO Seashell, фиолетовый чехол для Айфон 14 Про;'77.5;KZDOO;Готов к продаже;;20;'5.00;Показывается;;19.02.2023 13:08;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2650.0;3790.0;;0%
Accessory_Purple_9080;78705030;749022015;RND129356316;Чехол для iPhone 14 Pro KZDOO Seashell, жемчужно-белый чехол для Айфон 14 Про;'52.5;KZDOO;Готов к продаже;;15;'5.00;Показывается;;19.02.2023 13:18;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2590.0;3790.0;;0%
Cover_Blue_4091;89122223;211394768;RND684541770;Чехол для iPhone 14 Pro KZDOO Seashell, голубой чехол для Айфон 14 Про;'77.5;KZDOO;Готов к продаже;;7;'5.00;Показывается;;19.02.2023 13:22;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2590.0;3790.0;;0%
Battery_Blue_2026;79116655;295420701;RND196927689;Чехол для iPhone 14 Pro Max KZDOO Seashell, розовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;6;'4.90;Показывается;;19.02.2023 13:39;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;5;0;0;5380.0;11990.0;;0%
Glass_Black_3711;72554796;242518193;5305888169380;Чехол для iPhone 14 Pro Max KZDOO Seashell, фиолетовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Готов к продаже;;30;'4.90;Показывается;;19.02.2023 15:01;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2650.0;3790.0;;0%
Adapter_Red_6927;95041696;716727302;RND572103735;Чехол для iPhone 14 Pro Max KZDOO Seashell, жемчужно-белый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;22;'4.90;Показывается;;19.02.2023 15:05;Чехлы;Чехол для смартфона;'2.10;'0.4;12;1;10;0;0;5300.0;11990.0;;0%
Cable_Titanium_8550;55373077;918401337;9678087209607;Чехол для iPhone 14 Pro Max KZDOO Seashell, голубой чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;9;'4.90;Показывается;;19.02.2023 15:12;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;5;0;0;5180.0;11990.0;;0%
Case_Pink_7946;28528092;200644221;RND667891165;Чехол для iPhone 14 Pro с MagSafe KZDOO KEVLAR, черно-фиолетовый кевларовый чехол для Айфон 14 Про;'52.5;KZDOO;Готов к продаже;;4;'5.00;Показывается;;20.02.2023 13:02;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;10980.0;11990.0;;0%
Cover_White_7971;74266734;893898456;2780390728212;Чехол для iPhone 14 Pro KZDOO KEVLAR, черно-фиолетовый кевларовый чехол на Айфон 14 Про;'77.5;Нет бренда;Продается;;38;'4.70;Показывается;;20.02.2023 13:38;Чехлы;;'0.36;'0.1;1;0;5;0;0;9700.0;11990.0;;0%
Adapter_Clear_2841;61189008;147695513;9402900845058;Чехол для iPhone 14 Pro KZDOO KEVLAR, черно-серый кевларовый чехол на Айфон 14 Про;'77.5;Нет бренда;Продается;;20;'4.70;Показывается;;20.02.2023 13:54;Чехлы;;'0.36;'0.1;1;0;0;0;0;9100.0;11990.0;;0%
Battery_Green_8572;93428478;177902184;RND598410873;Чехол для iPhone 14 Pro KZDOO KEVLAR, черно-красный кевларовый чехол для Айфон 14 Про;'52.5;KZDOO;Продается;;0;'4.70;Показывается;;20.02.2023 14:10;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;8500.0;11990.0;;0%
Cable_White_4306;99864083;776478069;RND405170030;Чехол для iPhone 14 Pro KZDOO KEVLAR, черно-зеленый кевларовый чехол для Айфон 14 Про;'77.5;KZDOO;Продается;;4;'4.80;Показывается;;20.02.2023 14:57;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;9980.0;11990.0;;0%
Battery_Purple_7737;74657810;598733749;4179649339112;Чехол для iPhone 14 Pro KZDOO KEVLAR, черно-синий кевларовый чехол для Айфон 14 Про;'77.5;;Продается;;2;'4.70;Показывается;;20.02.2023 15:01;Чехлы;;'0.36;'0.1;7;0;0;0;0;9100.0;11990.0;;0%
Protector_Pink_1353;33577561;463759463;3157368066296;Чехол для iPhone 14 Pro KZDOO KEVLAR, черно-коричневый кевларовый чехол для Айфон 14 Про;'77.5;KZDOO;Продается;;3;'4.80;Показывается;;20.02.2023 15:04;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;5;0;0;9380.0;11990.0;;0%
Glass_Red_4347;68519738;347617339;RND213668304;Чехол для iPhone 14 Pro Max KZDOO KEVLAR, черно-серый кевларовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;67;'4.80;Показывается;;23.02.2023 10:13;Чехлы;Чехол для смартфона;'1.30;'0.3;19;0;0;0;0;9100.0;11990.0;;0%
Glass_Green_6462;93780573;886226396;RND500936185;Чехол для iPhone 14 Pro Max KZDOO KEVLAR, черно-фиолетовый кевларовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;66;'4.80;Показывается;;23.02.2023 10:19;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;3;0;0;10780.0;11990.0;;0%
Adapter_Blue_2281;44824266;448033963;RND442827320;Чехол для iPhone 14 Pro Max KZDOO KEVLAR, черно-красный кевларовый чехол для Айфон 14 Про Макс;'77.5;;Продается;;4;'4.80;Показывается;;23.02.2023 10:27;Чехлы;;'0.36;'0.1;9;0;10;0;0;9180.0;11990.0;;0%
Accessory_Red_1825;30912657;610059742;RND755540026;Чехол для iPhone 14 Pro Max KZDOO KEVLAR, черно-зеленый кевларовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;15;'4.80;Показывается;;23.02.2023 10:32;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;9180.0;11990.0;;0%
Cover_Purple_7497;63685137;430814681;RND722782470;Чехол для iPhone 14 Pro Max KZDOO KEVLAR, черно-синий кевларовый чехол для Айфон 14 Про Макс;'70;;Продается;;7;'4.80;Показывается;;23.02.2023 11:49;Чехлы;;'0.36;'0.1;1;0;9;0;0;10200.0;11990.0;;0%
Battery_Green_4946;92151306;662046727;7698152973580;Чехол для iPhone 14 Pro Max, KZDOO KEVLAR черно-коричневый кевларовый чехол для Айфон 14 Про Макс;'77.5;;Не продается;;7;'4.80;Показывается;;23.02.2023 11:53;Чехлы;;'0.36;'0.1;0;0;0;0;0;9100.0;11990.0;;0%
Adapter_White_9490;81086550;377374517;3432197274446;Чехол для iPhone 14 Pro Keephone Grifit, фиолетовый чехол для Айфон 14 Про;'72.5;KEEPHONE;Готов к продаже;;20;'5.00;Показывается;;27.02.2023 12:42;Чехлы;Чехол для смартфона;'0.40;'0.1;0;0;0;0;0;2050.0;2990.0;;0%
Battery_White_9290;39412066;759010438;RND330085155;Чехол для iPhone 14 Pro c MagSafe Keephone Grifit Pro, фиолетовый чехол для Айфон 14 Про;'77.5;KEEPHONE;Продается;;24;'3.20;Показывается;;27.02.2023 13:26;Чехлы;Чехол для смартфона;'0.40;'0.1;1;0;0;0;0;4700.0;11990.0;;0%
Cover_Clear_2637;31827471;256834908;7802366883768;Чехол для iPhone 14 Pro Max Keephone Grifit, фиолетовый чехол для Айфон 14 Про Макс;'72.5;KEEPHONE;Готов к продаже;;11;'5.00;Показывается;;27.02.2023 15:45;Чехлы;Чехол для смартфона;'0.40;'0.1;0;0;0;0;0;1950.0;2990.0;;0%
Case_Clear_9386;32052807;913970701;RND757044299;Чехол для iPhone 14 Pro Max c MagSafe Keephone Grifit Pro, фиолетовый чехол для Айфон 14 Про Макс;'77.5;KEEPHONE;Продается;;23;'2.00;Показывается;;28.02.2023 10:53;Чехлы;Чехол для смартфона;'0.40;'0.1;2;0;0;0;0;4906.0;11990.0;;0%
Adapter_Red_8856;86291460;341824056;2571287600874;Чехол для iPhone 14 Pro Max с Mag Safe Keephone Non-Yellowing, прозрачный чехол с маг сейф для Айфон 14 Про Макс;'77.5;KEEPHONE;Продается;;63;'4.20;Показывается;;02.03.2023 15:11;Чехлы;Чехол для смартфона;'0.41;'0.1;2;1;0;0;0;4600.0;11990.0;;0%
Cable_Black_8979;91076386;489069216;RND986945553;Чехол для iPhone 14 Pro с Mag Safe Keephone Non-Yellowing, прозрачный чехол с маг сейф для Айфон 14 Про;'77.5;KEEPHONE;Готов к продаже;;13;'5.00;Показывается;;03.03.2023 10:30;Чехлы;Чехол для смартфона;'0.41;'0.1;0;0;0;0;0;2290.0;3990.0;;0%
Accessory_Clear_8223;93062700;664604470;RND209142302;Чехол для iPhone 14 Pro KZDOO (K-DOO) Guardian, фиолетовый противоударный чехол для Айфон 14 Про;'52.5;KZDOO;Продается;;60;'5.00;Показывается;;03.03.2023 10:41;Чехлы;Чехол для смартфона;'0.65;'0.1;6;0;10;0;1;4700.0;11990.0;;0%
